Vehicle Spy 3 Bus Traffic File
Save Date,5/19/2015
Save Time,1:51:21 pm
Start Date,5/19/2015
Start Time,1:41:25 pm
System Time,90634458
Notes,

Network Description,Hardware,Network,Protocol,Baud Rate
HS CAN,Default,HS CAN,CAN,500000,
MS CAN,Default,MS CAN,CAN,500000,
SW CAN,Default,SW CAN,CAN,33333,
J1850 VPW,Default,J1850 VPW,J1850 VPW,10417,
ISO9141/KW2K,Default,ISO9141/KW2K,KeyWord 2000,10417,
LSFT CAN,Default,LSFT CAN,CAN,125000,
J1850 PWM,Default,J1850 PWM,J1850 PWM,41600,
J1708,Default,J1708,J1708,9600,
neoVI,Default,neoVI,CAN,,
HS CAN2 (neoVI 3G),Default,HS CAN2 (neoVI 3G),CAN,500000,
HS CAN3 (neoVI 3G),Default,HS CAN3 (neoVI 3G),CAN,500000,
LIN2 (neoVI 3G),Default,LIN2 (neoVI 3G),LIN,10417,
LIN3 (neoVI 3G),Default,LIN3 (neoVI 3G),LIN,10417,
LIN4 (neoVI 3G),Default,LIN4 (neoVI 3G),LIN,10417,
CGI (neoVI 3G),Default,CGI (neoVI 3G),CGI,625000,
LIN,Default,LIN,LIN,10417,
ISO9141/KW2K 2,Default,ISO9141/KW2K 2,KeyWord 2000,10417,
ISO9141/KW2K 3,Default,ISO9141/KW2K 3,KeyWord 2000,10417,
ISO9141/KW2K 4,Default,ISO9141/KW2K 4,KeyWord 2000,10417,
SW CAN2 (neoVI 3G),Default,SW CAN2 (neoVI 3G),CAN,33333,
LSFT CAN2 (neoVI 3G),Default,LSFT CAN2 (neoVI 3G),CAN,125000,
UART (neoVI 3G),Default,UART (neoVI 3G),UART,10417,
UART2 (neoVI 3G),Default,UART2 (neoVI 3G),UART,10417,
neoMOST,Default,neoMOST,MOST,1000000,
MOST (VNET A),Default,MOST (VNET A),MOST,1000000,
FlexRay1A (VNET A),Default,FlexRay1A (VNET A),FlexRay,5000000,
FlexRay1B (VNET A),Default,FlexRay1B (VNET A),FlexRay,5000000,
FlexRay2A (VNET A),Default,FlexRay2A (VNET A),FlexRay,5000000,
FlexRay2B (VNET A),Default,FlexRay2B (VNET A),FlexRay,5000000,
HS CAN (VNET A),Default,HS CAN (VNET A),CAN,500000,
MS CAN (VNET A),Default,MS CAN (VNET A),CAN,500000,
SW CAN (VNET A),Default,SW CAN (VNET A),CAN,500000,
J1850 VPW (VNET A),Default,J1850 VPW (VNET A),CAN,500000,
LSFT CAN (VNET A),Default,LSFT CAN (VNET A),CAN,500000,
J1708 (VNET A),Default,J1708 (VNET A),CAN,500000,
neoVI (VNET A),Default,neoVI (VNET A),CAN,500000,
HS CAN2 (VNET A),Default,HS CAN2 (VNET A),CAN,500000,
HS CAN3 (VNET A),Default,HS CAN3 (VNET A),CAN,500000,
LIN (VNET A),Default,LIN (VNET A),LIN,10417,
LIN2 (VNET A),Default,LIN2 (VNET A),LIN,10417,
LIN3 (VNET A),Default,LIN3 (VNET A),LIN,10417,
LIN4 (VNET A),Default,LIN4 (VNET A),LIN,10417,
CGI (VNET A),Default,CGI (VNET A),CGI,625000,
ISO9141/KW2K (VNET A),Default,ISO9141/KW2K (VNET A),CAN,500000,
ISO9141/KW2K 2 (VNET A),Default,ISO9141/KW2K 2 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 3 (VNET A),Default,ISO9141/KW2K 3 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 4 (VNET A),Default,ISO9141/KW2K 4 (VNET A),KeyWord 2000,10417,



Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
3180,101.4240233898163,0.06666082143783569,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE 01,,,
3182,101.4835085570812,0.05948516726493835,280581690884096,F,F,J1708 $0B,J1708,,0B,8F,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3184,101.5438284575939,0.06031990051269531,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE FC,,,
3186,101.6034148037434,0.05958634614944458,280444251930624,F,F,J1708 $0A,J1708,,0A,91,80,64,3A,66,BB,69,5D,6E,96 A4 81 05 A8 1D,,,
3188,101.6636279225349,0.0602131187915802,280581690884096,F,F,J1708 $01,J1708,,01,07,80,54,00,56,00,5B,07,5C,09 BB 00 00 BE EC,,,
3190,101.7230090498924,0.05938112735748291,102323368230912,F,F,J1708 $0A,J1708,,0A,A0,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3192,101.7834301590919,0.06042110919952393,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE F4,,,
3194,101.8449951410294,0.06156498193740845,243060856586240,F,F,J1708 $0A,J1708,,0A,9B,80,56,00,6C,E7,B9,00,05,BB 00 00 F5 04 B8 AF 20,,,
3196,101.9032324254513,0.05823728442192078,280581690884096,F,F,J1708 $00,J1708,,00,DE,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE F0,,,
3198,101.9627175629139,0.05948513746261597,102323368230912,F,F,J1708 $0A,J1708,,0A,9F,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3200,102.0230346620083,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE E5,,,
3202,102.0699364244938,0.04690176248550415,4504767925846016,F,F,J1708 $0A,J1708,,0A,A8,80,C2,,,,,,,,,,
3203,102.1428369283676,0.07290050387382507,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE F6,,,
3205,102.2022180855274,0.0593811571598053,139706763575296,F,F,J1708 $0A,J1708,,0A,99,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3207,102.2626391649246,0.06042107939720154,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE 0D,,,
3209,102.3219163119793,0.05927714705467224,280581690884096,F,F,J1708 $0B,J1708,,0B,81,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3211,102.3824418783188,0.0605255663394928,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E7,,,
3213,102.4419277310371,0.05948585271835327,139706763575296,F,F,J1708 $0A,J1708,,0A,A7,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
3215,102.5022436380386,0.06031590700149536,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E2,,,
3217,102.5553850829601,0.05314144492149353,4643306390945792,F,F,J1708 $0A,J1708,,0A,AD,80,46,00,47,00,53,00,59,,,,
3218,102.622045904398,0.06666082143783569,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F6,,,
3220,102.6815310418606,0.05948513746261597,102323368230912,F,F,J1708 $0A,J1708,,0A,9A,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
3222,102.741848140955,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE EF,,,
3224,102.8013333082199,0.05948516726493835,280444251930624,F,F,J1708 $0A,J1708,,0A,9E,80,64,3A,66,BB,69,5D,6E,96 A4 84 05 A8 1D,,,
3226,102.8616507053375,0.06031739711761475,280581690884096,F,F,J1708 $01,J1708,,01,04,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE F3,,,
3228,102.9211355447769,0.05948483943939209,102323368230912,F,F,J1708 $0A,J1708,,0A,9A,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
3230,102.9814526736736,0.06031712889671326,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F9,,,
3232,103.0407298207283,0.05927714705467224,102323368230912,F,F,J1708 $0A,J1708,,0A,97,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
3234,103.1012549102306,0.06052508950233459,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F8,,,
3236,103.1607423722744,0.05948746204376221,102323368230912,F,F,J1708 $0A,J1708,,0A,98,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
3238,103.22105717659,0.06031480431556702,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE D3,,,
3240,103.2679588198662,0.0469016432762146,4504767925846016,F,F,J1708 $0A,J1708,,0A,BB,80,C2,,,,,,,,,,
3241,103.340859413147,0.07290059328079224,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE EA,,,
3243,103.4003445506096,0.05948513746261597,139706763575296,F,F,J1708 $0A,J1708,,0A,A4,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
3245,103.460661649704,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE 02,,,
3247,103.4809190034866,0.02025735378265381,4505867437473792,F,F,J1708 $0B,J1708,,0B,8B,88,80,F7,,,,,,,,,
3248,103.519938826561,0.03901982307434082,102323368230912,F,F,J1708 $80,J1708,,80,81,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
3250,103.5804639160633,0.06052508950233459,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE E5,,,
3252,103.6399490833282,0.05948516726493835,139706763575296,F,F,J1708 $0A,J1708,,0A,A8,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
3254,103.7002663314342,0.06031724810600281,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE EA,,,
3256,103.7534076273441,0.05314129590988159,4643306390945792,F,F,J1708 $0A,J1708,,0A,A5,80,46,00,47,00,53,00,59,,,,
3257,103.8201724290848,0.06676480174064636,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F6,,,
3259,103.8795535564423,0.05938112735748291,102323368230912,F,F,J1708 $0A,J1708,,0A,9B,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3261,103.9398706555367,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE ED,,,
3263,103.9994598329067,0.05958917737007141,280444251930624,F,F,J1708 $0A,J1708,,0A,A0,80,64,3A,66,BC,69,5D,6E,96 A4 83 05 A8 1D,,,
3265,104.0596739351749,0.06021410226821899,280581690884096,F,F,J1708 $01,J1708,,01,04,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE F1,,,
3267,104.1191580593586,0.05948412418365479,102323368230912,F,F,J1708 $0A,J1708,,0A,9C,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3269,104.179475158453,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE EE,,,
3271,104.23875233531,0.05927717685699463,102323368230912,F,F,J1708 $0A,J1708,,0A,A1,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3273,104.2992774248123,0.06052508950233459,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE EE,,,
3275,104.3586585521698,0.05938112735748291,102323368230912,F,F,J1708 $0A,J1708,,0A,9F,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
3277,104.4190796911716,0.06042113900184631,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E0,,,
3279,104.4659815132618,0.04690182209014893,4504767925846016,F,F,J1708 $0A,J1708,,0A,AE,80,C2,,,,,,,,,,
3280,104.5388818979263,0.07290038466453552,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE F8,,,
3282,104.5983670651913,0.05948516726493835,139706763575296,F,F,J1708 $0A,J1708,,0A,97,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
3284,104.6586841642857,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE 0A,,,
3286,104.7179613113403,0.05927714705467224,139844202528768,F,F,J1708 $0B,J1708,,0B,84,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
3288,104.778487175703,0.06052586436271667,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,09 BB 00 00 BE E5,,,
3290,104.7941530942917,0.0156659185886383,4784181318254592,F,F,J1708 $0A,J1708,,0A,A7,88,80,54,80,80,54,8E,80,54,,,
3291,104.8378677666187,0.04371467232704162,139844202528768,F,F,J1708 $82,J1708,,82,6C,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3293,104.898288667202,0.06042090058326721,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E1,,,
3295,104.9515343308449,0.0532456636428833,4643443829899264,F,F,J1708 $0A,J1708,,0A,AD,80,46,00,47,00,53,00,59,,,,
3296,105.0180909335613,0.06655660271644592,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F6,,,
3298,105.0775761008263,0.05948516726493835,102323368230912,F,F,J1708 $0A,J1708,,0A,9B,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3300,105.137893140316,0.06031703948974609,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE EC,,,
3302,105.1974822878838,0.05958914756774902,280444251930624,F,F,J1708 $0A,J1708,,0A,A1,80,64,39,66,BC,69,5D,6E,96 A4 7E 05 A8 1C,,,
3304,105.2576954066753,0.0602131187915802,280581690884096,F,F,J1708 $01,J1708,,01,0B,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE E6,,,
3306,105.3170765340328,0.05938112735748291,102323368230912,F,F,J1708 $0A,J1708,,0A,A7,80,02,00,28,FF,55,00,79,00 B7 2C 00 B8 00,,,
3308,105.3776016533375,0.06052511930465698,280581690884096,F,F,J1708 $00,J1708,,00,EE,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE 05,,,
3310,105.436774790287,0.05917313694953918,139844202528768,F,F,J1708 $0B,J1708,,0B,89,80,02,00,28,FF,55,00,79,00 B7 2C 00 B8 00,,,
3312,105.4972999095917,0.06052511930465698,280581690884096,F,F,J1708 $00,J1708,,00,EE,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE F7,,,
3314,105.5567850470543,0.05948513746261597,102323368230912,F,F,J1708 $0A,J1708,,0A,98,80,02,00,28,FF,55,00,79,00 B7 2C 00 B8 00,,,
3316,105.6171021461487,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,EE,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE D4,,,
3318,105.6640038490295,0.04690170288085938,4504767925846016,F,F,J1708 $0A,J1708,,0A,BA,80,C2,,,,,,,,,,
3319,105.7370101213455,0.073006272315979,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE EF,,,
3321,105.7962855398655,0.05927541851997375,139706763575296,F,F,J1708 $0A,J1708,,0A,A1,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
3323,105.856706649065,0.06042110919952393,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE F9,,,
3325,105.915983825922,0.05927717685699463,139706763575296,F,F,J1708 $0A,J1708,,0A,96,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
3327,105.976508975029,0.06052514910697937,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE F1,,,
3329,106.035994052887,0.05948507785797119,139706763575296,F,F,J1708 $0A,J1708,,0A,9C,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
3331,106.0963111519814,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E6,,,
3333,106.1494525969028,0.05314144492149353,4643306390945792,F,F,J1708 $0A,J1708,,0A,A9,80,46,00,47,00,53,00,59,,,,
3334,106.216113358736,0.06666076183319092,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE EF,,,
3336,106.2755998373032,0.05948647856712341,102323368230912,F,F,J1708 $0A,J1708,,0A,A1,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3338,106.3359156847,0.06031584739685059,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E4,,,
3340,106.3954007923603,0.05948510766029358,280444251930624,F,F,J1708 $0A,J1708,,0A,AA,80,64,39,66,BC,69,5D,6E,96 A4 81 05 A8 1D,,,
3342,106.4557179808617,0.06031718850135803,280581690884096,F,F,J1708 $01,J1708,,01,07,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE E3,,,
3344,106.5152030587196,0.05948507785797119,102323368230912,F,F,J1708 $0A,J1708,,0A,AA,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3346,106.575520157814,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE 02,,,
3348,106.6347973048687,0.05927714705467224,139844202528768,F,F,J1708 $0B,J1708,,0B,8D,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3350,106.6953230202198,0.06052571535110474,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE F1,,,
3352,106.7548075318336,0.05948451161384583,102323368230912,F,F,J1708 $0A,J1708,,0A,9D,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
3354,106.815124630928,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE E8,,,
3356,106.8619223237038,0.04679769277572632,4504767925846016,F,F,J1708 $0A,J1708,,0A,A5,80,C2,,,,,,,,,,
3357,106.9349268972874,0.07300457358360291,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE EF,,,
3359,106.99441203475,0.05948513746261597,139706763575296,F,F,J1708 $0A,J1708,,0A,A1,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
3361,107.0547291338444,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE FD,,,
3363,107.1140086352825,0.05927950143814087,139706763575296,F,F,J1708 $0A,J1708,,0A,92,80,02,00,28,FF,55,00,79,00 B7 26 00 B8 00,,,
3365,107.1745313704014,0.06052273511886597,280581690884096,F,F,J1708 $00,J1708,,00,F4,80,54,00,56,00,5B,07,5C,09 BB 00 00 BE EB,,,
3367,107.234016507864,0.05948513746261597,139706763575296,F,F,J1708 $0A,J1708,,0A,A1,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3369,107.2944397330284,0.06042322516441345,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE E1,,,
3371,107.3474774360657,0.05303770303726196,4643306390945792,F,F,J1708 $0A,J1708,,0A,AD,80,46,00,47,00,53,00,59,,,,
3372,107.4141358733177,0.06665843725204468,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE FC,,,
3374,107.4735170006752,0.05938112735748291,102323368230912,F,F,J1708 $0A,J1708,,0A,93,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3376,107.533938139677,0.06042113900184631,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE EA,,,
3378,107.5935272574425,0.05958911776542664,280444251930624,F,F,J1708 $0A,J1708,,0A,A4,80,64,39,66,BB,69,5D,6E,96 A4 81 05 A8 1D,,,
3380,107.6537405848503,0.06021332740783691,280581690884096,F,F,J1708 $01,J1708,,01,08,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE E1,,,
3382,107.7132255136967,0.05948492884635925,102323368230912,F,F,J1708 $0A,J1708,,0A,AC,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
3384,107.7735430300236,0.0603175163269043,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE FE,,,
3386,107.8329237699509,0.05938073992729187,102323368230912,F,F,J1708 $0A,J1708,,0A,90,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
3388,107.8933448791504,0.06042110919952393,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE 04,,,
3390,107.9527260065079,0.05938112735748291,139844202528768,F,F,J1708 $0B,J1708,,0B,89,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
3392,108.0131471157074,0.06042110919952393,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,08 BB 00 00 BE E2,,,
3394,108.0600489675999,0.04690185189247131,4504767925846016,F,F,J1708 $0A,J1708,,0A,AB,80,C2,,,,,,,,,,
3395,108.1329493820667,0.07290041446685791,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE 03,,,
3397,108.192434489727,0.05948510766029358,139844202528768,F,F,J1708 $0B,J1708,,0B,8E,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
3399,108.2527515888214,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,02 BB 00 00 BE 1C,,,
3401,108.3120287656784,0.05927717685699463,139844202528768,F,F,J1708 $0B,J1708,,0B,76,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
3403,108.3726578354836,0.06062906980514526,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE F3,,,
3405,108.4320389926434,0.0593811571598053,139706763575296,F,F,J1708 $0A,J1708,,0A,9B,80,02,00,28,FF,55,00,79,00 B7 2A 00 B8 00,,,
3407,108.4923560917378,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F0,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F0,,,
3409,108.5454975366592,0.05314144492149353,4643306390945792,F,F,J1708 $0A,J1708,,0A,A1,80,46,00,47,00,53,00,59,,,,
3410,108.6122623085976,0.06676477193832397,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE 02,,,
3412,108.671643704176,0.0593813955783844,139844202528768,F,F,J1708 $0B,J1708,,0B,8F,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
3414,108.7319605946541,0.06031689047813416,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE F0,,,
3416,108.7914457321167,0.05948513746261597,280444251930624,F,F,J1708 $0A,J1708,,0A,A1,80,64,3A,66,BB,69,5D,6E,96 A4 83 05 A8 1D,,,
3418,108.8517628312111,0.06031709909439087,280581690884096,F,F,J1708 $01,J1708,,01,05,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE EC,,,
3420,108.911247998476,0.05948516726493835,102323368230912,F,F,J1708 $0A,J1708,,0A,A4,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
3422,108.9715650975704,0.06031709909439087,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE 05,,,
3424,109.0308422446251,0.05927714705467224,139844202528768,F,F,J1708 $0B,J1708,,0B,8B,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
3426,109.0913769602776,0.06053471565246582,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F3,,,
3428,109.1508525013924,0.05947554111480713,102323368230912,F,F,J1708 $0A,J1708,,0A,9D,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
3430,109.2111695408821,0.06031703948974609,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,06 BB 00 00 BE E1,,,
3432,109.2580712735653,0.04690173268318176,4504767925846016,F,F,J1708 $0A,J1708,,0A,AE,80,C2,,,,,,,,,,
3433,109.3309727609158,0.07290148735046387,280581690884096,F,F,J1708 $00,J1708,,00,BE,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE EE,,,
3435,109.3904570043087,0.05948424339294434,139706763575296,F,F,J1708 $0A,J1708,,0A,A4,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
3437,109.4507740736008,0.06031706929206848,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE F9,,,
3439,109.5100512206554,0.05927714705467224,139706763575296,F,F,J1708 $0A,J1708,,0A,97,80,02,00,28,FF,55,00,79,00 B7 24 00 B8 00,,,
3441,109.5705763101578,0.06052508950233459,280581690884096,F,F,J1708 $00,J1708,,00,F6,80,54,00,56,00,5B,07,5C,07 BB 00 00 BE EC,,,
3443,109.6300629079342,0.05948659777641296,139706763575296,F,F,J1708 $0A,J1708,,0A,A2,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3445,109.6904825568199,0.06041964888572693,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E9,,,
3447,109.7435200214386,0.05303746461868286,4643306390945792,F,F,J1708 $0A,J1708,,0A,A7,80,46,00,47,00,53,00,59,,,,
3448,109.8101808130741,0.06666079163551331,280581690884096,F,F,J1708 $00,J1708,,00,47,80,54,00,56,00,5B,07,5C,04 BB 00 00 BE FA,,,
3450,109.8695619106293,0.05938109755516052,102323368230912,F,F,J1708 $0A,J1708,,0A,97,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3452,109.9299830794334,0.0604211688041687,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E9,,,
3454,109.9895722270012,0.05958914756774902,280444251930624,F,F,J1708 $0A,J1708,,0A,A7,80,64,3A,66,BB,69,5D,6E,96 A4 7C 05 A8 1D,,,
3456,110.0497852861881,0.06021305918693542,280581690884096,F,F,J1708 $01,J1708,,01,0C,80,54,00,56,00,5B,07,5C,05 BB 00 00 BE E6,,,
3458,110.1092704534531,0.05948516726493835,102323368230912,F,F,J1708 $0A,J1708,,0A,AA,80,02,00,28,FF,55,00,79,00 B7 28 00 B8 00,,,
3460,110.1695876419544,0.06031718850135803,280581690884096,F,F,J1708 $00,J1708,,00,F2,80,54,00,56,00,5B,07,5C,03 BB 00 00 BE 0A,,,
